Windgeschwindigkeit;Windrichtung;Temperatur;relative Feuchte;Niederschlag;Luftdruck;Strahlung
1.8;157;24.3;70.6;0.0;1009.3;439.7
1.5;258;24.3;70.8;0.0;1009.4;440.8
1.1;146;24.4;70.1;0.0;1009.3;442.3
1.6;191;24.4;69.9;0.0;1009.3;444.7
0.7;123;24.4;69.9;0.0;1009.3;448.4
1.0;213;24.4;69.2;0.0;1009.3;450.8
0.4;236;24.4;69.3;0.0;1009.4;452.4
1.2;168;24.6;69.6;0.0;1009.4;454.2
1.0;146;24.7;69.2;0.0;1009.4;457.0
1.6;270;24.7;68.4;0.0;1009.3;461.0
1.3;281;24.6;68.8;0.0;1009.4;464.5
1.5;258;24.5;69.1;0.0;1009.3;466.5
1.5;157;24.5;70.1;0.0;1009.4;468.2
1.0;90;24.6;69.4;0.0;1009.4;470.9
0.7;247;24.8;68.9;0.0;1009.4;472.7
0.6;247;24.8;68.1;0.0;1009.4;474.4
1.7;225;24.9;68.5;0.0;1009.4;478.8
2.2;225;24.9;67.2;0.0;1009.4;483.2
1.3;236;24.8;67.7;0.0;1009.4;485.0
1.2;270;24.7;68.2;0.0;1009.4;487.4
1.3;247;24.7;69.2;0.0;1009.4;489.4
0.9;270;24.7;68.6;0.0;1009.4;492.7
1.0;180;24.8;68.2;0.0;1009.3;495.9
2.7;191;24.9;68.2;0.0;1009.3;499.9
0.7;123;24.9;68.1;0.0;1009.4;501.8
0.9;270;25.0;68.1;0.0;1009.4;504.7
1.5;168;25.0;68.1;0.0;1009.4;507.5
1.0;168;25.1;68.0;0.0;1009.4;510.6
1.4;180;25.1;67.1;0.0;1009.4;512.7
1.6;135;25.1;67.2;0.0;1009.4;514.8
2.1;213;25.2;66.8;0.0;1009.5;516.5
1.2;202;25.2;66.7;0.0;1009.4;516.0
1.4;135;25.2;66.7;0.0;1009.4;518.5
1.3;191;25.2;67.0;0.0;1009.4;520.5
0.7;213;25.3;66.1;0.0;1009.4;524.7
1.7;281;25.2;65.8;0.0;1009.4;528.7
2.3;191;25.2;66.9;0.0;1009.4;531.9
1.0;191;25.3;66.1;0.0;1009.4;534.5
0.6;202;25.3;65.9;0.0;1009.4;536.5
0.0;101;25.4;66.2;0.0;1009.5;538.3
0.4;146;25.6;65.7;0.0;1009.4;541.0
0.4;180;25.8;65.0;0.0;1009.4;543.0
0.7;146;25.9;64.3;0.0;1009.4;546.1
0.5;225;26.1;63.7;0.0;1009.4;549.0
2.3;213;26.1;63.2;0.0;1009.3;552.6
1.3;213;26.0;63.5;0.0;1009.3;557.2
2.1;157;25.9;63.4;0.0;1009.3;560.9
1.3;157;25.8;63.1;0.0;1009.3;562.9
1.1;157;25.8;63.9;0.0;1009.4;564.9
1.3;146;25.8;63.1;0.0;1009.3;568.0
0.6;202;25.9;62.8;0.0;1009.4;569.7
1.2;292;26.0;62.6;0.0;1009.4;571.4
2.4;281;26.0;61.2;0.0;1009.3;578.4
1.4;258;25.8;61.4;0.0;1009.3;581.7
1.7;258;25.7;62.2;0.0;1009.4;584.1
1.0;258;25.7;62.7;0.0;1009.4;586.8
0.6;303;25.8;62.1;0.0;1009.4;589.6
1.0;0;25.9;61.8;0.0;1009.4;591.2
1.5;348;26.1;61.0;0.0;1009.4;596.4
1.7;281;26.2;59.9;0.0;1009.3;601.0
1.4;258;26.2;59.7;0.0;1009.3;606.7
2.8;281;26.1;60.0;0.0;1009.3;613.9
2.8;303;25.9;60.6;0.0;1009.3;615.6
2.1;292;25.8;61.4;0.0;1009.3;618.3
2.3;315;25.7;60.6;0.0;1009.3;608.1
1.3;247;25.6;61.1;0.0;1009.3;555.8
1.0;348;25.7;61.0;0.0;1009.3;605.7
1.3;326;25.7;59.9;0.0;1009.2;113.5
0.0;157;25.7;60.5;0.0;1009.3;99.5
0.9;303;25.8;60.6;0.0;1009.3;314.9
1.0;303;25.9;59.9;0.0;1009.3;315.4
1.7;281;25.7;60.2;0.0;1009.2;120.4
0.6;281;25.6;60.7;0.0;1009.2;99.2
1.8;292;25.6;61.3;0.0;1009.2;93.8
1.4;281;25.5;61.6;0.0;1009.1;93.3
0.5;247;25.4;62.9;0.0;1009.2;94.4
0.9;247;25.3;63.2;0.0;1009.2;108.4
1.0;303;25.3;63.4;0.0;1009.4;656.3
0.5;315;25.2;62.9;0.0;1009.3;662.4
0.6;270;25.3;63.3;0.0;1009.3;670.0
1.3;258;25.4;61.5;0.0;1009.3;677.5
0.9;270;25.4;60.7;0.0;1009.3;679.6
0.4;101;25.4;61.4;0.0;1009.3;684.7
1.1;303;25.6;61.2;0.0;1009.2;692.6
0.9;292;25.7;61.3;0.0;1009.3;681.0
2.6;258;25.8;60.9;0.0;1009.2;166.8
2.0;236;25.8;60.1;0.0;1009.0;134.0
2.7;270;25.8;60.5;0.0;1009.1;152.1
1.0;258;25.7;60.4;0.0;1009.2;135.4
0.6;236;25.6;60.9;0.0;1009.2;127.5
0.8;213;25.6;61.0;0.0;1009.2;131.0
0.5;123;25.6;61.2;0.0;1009.3;711.6
0.0;22;25.7;61.3;0.0;1009.4;725.7
1.0;168;25.9;60.5;0.0;1009.4;731.8
0.6;78;26.0;60.4;0.0;1009.4;733.5
1.0;67;26.1;59.8;0.0;1009.3;747.9
2.1;180;26.3;58.5;0.0;1009.3;761.2
2.1;146;26.3;58.8;0.0;1009.3;757.1
1.0;112;26.2;59.6;0.0;1009.4;750.0
0.5;258;26.3;59.7;0.0;1009.4;754.2
0.9;281;26.3;59.4;0.0;1009.3;161.8
1.6;270;26.3;58.8;0.0;1009.3;188.5
2.8;326;26.4;59.0;0.0;1009.3;470.5
0.7;348;26.4;58.5;0.0;1009.4;758.1
0.0;180;26.5;58.4;0.0;1009.4;765.4
1.1;157;26.6;58.3;0.0;1009.3;778.4
1.5;281;26.8;58.2;0.0;1009.3;781.4
0.4;281;26.9;57.8;0.0;1009.4;789.9
0.8;213;27.0;57.6;0.0;1009.4;783.4
2.4;292;27.1;57.0;0.0;1009.3;787.5
2.1;258;27.0;57.2;0.0;1009.3;793.2
1.3;270;26.8;58.4;0.0;1009.4;795.9
3.2;303;26.8;58.0;0.0;1009.2;786.5
2.5;315;26.7;58.1;0.0;1009.3;787.3
1.3;337;26.7;58.6;0.0;1009.3;795.9
2.2;315;26.8;58.3;0.0;1009.3;765.1
4.4;281;26.9;57.1;0.0;1009.3;560.8
1.7;225;26.6;57.8;0.0;1009.3;480.2
0.6;326;26.6;58.7;0.0;1009.3;343.7
1.9;281;26.6;58.7;0.0;1009.3;223.7
3.2;292;26.7;57.8;0.0;1009.2;191.1
1.8;315;26.6;58.5;0.0;1009.3;205.5
1.2;11;26.7;58.4;0.0;1009.3;266.0
2.4;281;26.9;57.7;0.0;1009.3;420.3
3.4;281;26.9;57.4;0.0;1009.3;643.7
2.9;303;26.8;56.8;0.0;1009.2;773.6
3.6;258;26.8;56.3;0.0;1009.3;852.9
2.2;281;26.7;57.2;0.0;1009.3;853.2
1.7;315;26.7;57.5;0.0;1009.3;849.8
0.9;22;26.8;57.0;0.0;1009.3;853.6
1.0;157;27.0;56.9;0.0;1009.3;854.0
1.9;258;27.2;56.2;0.0;1009.3;871.4
1.7;157;27.3;56.7;0.0;1009.3;882.1
2.6;225;27.4;56.4;0.0;1009.3;889.8
3.4;202;27.3;56.6;0.0;1009.1;893.4
2.5;135;27.2;58.1;0.0;1009.3;893.0
2.4;270;27.2;56.5;0.0;1009.3;896.6
1.8;348;27.2;57.4;0.0;1009.3;881.3
2.8;191;27.3;56.6;0.0;1009.2;482.6
2.4;180;27.3;56.7;0.0;1009.2;261.2
2.8;135;27.2;56.5;0.0;1009.2;193.9
1.7;247;27.2;56.6;0.0;1009.2;171.6
2.3;213;27.1;56.8;0.0;1009.2;166.5
1.7;202;27.1;57.0;0.0;1009.2;164.5
2.2;303;27.1;56.9;0.0;1009.2;168.0
2.6;270;26.9;57.2;0.0;1009.2;172.7
1.7;11;26.8;57.7;0.0;1009.2;181.3
1.0;270;26.7;57.7;0.0;1009.3;192.2
2.7;270;26.6;57.2;0.0;1009.2;196.7
3.2;270;26.5;58.1;0.0;1009.2;235.2
2.6;258;26.3;58.7;0.0;1009.3;628.5
1.0;292;26.2;59.0;0.0;1009.3;772.5
0.9;270;26.2;59.2;0.0;1009.4;297.8
1.3;225;26.2;59.3;0.0;1009.3;168.3
1.5;213;26.3;59.4;0.0;1009.3;160.8
0.6;247;26.3;58.3;0.0;1009.3;157.3
1.7;270;26.4;57.8;0.0;1009.3;157.7
2.6;247;26.4;58.4;0.0;1009.3;184.3
2.6;236;26.4;58.0;0.0;1009.3;486.9
1.0;315;26.4;58.0;0.0;1009.4;904.2
2.6;236;26.5;57.4;0.0;1009.4;849.9
2.6;247;26.7;57.3;0.0;1009.3;483.7
1.0;0;26.7;56.9;0.0;1009.4;558.1
1.5;146;26.8;56.8;0.0;1009.4;387.9
1.7;247;27.0;56.8;0.0;1009.4;247.0
1.6;180;27.1;56.2;0.0;1009.4;226.0
1.3;247;27.2;55.8;0.0;1009.4;330.3
0.5;247;27.2;55.4;0.0;1009.4;525.2
0.5;101;27.3;55.8;0.0;1009.4;726.1
1.7;202;27.5;55.2;0.0;1009.5;874.2
0.6;236;27.6;54.5;0.0;1009.4;903.3
1.3;45;27.8;53.6;0.0;1009.4;904.7
0.6;123;27.8;53.2;0.0;1009.3;905.0
1.0;191;27.9;53.0;0.0;1009.3;908.1
1.8;180;27.9;52.9;0.0;1009.3;916.1
1.4;225;28.0;53.0;0.0;1009.3;916.2
1.5;225;27.8;53.6;0.0;1009.3;909.0
1.3;270;27.8;54.3;0.0;1009.3;897.0
2.4;225;28.0;53.6;0.0;1009.3;899.1
2.6;213;28.0;52.7;0.0;1009.3;900.5
1.7;315;27.9;52.0;0.0;1009.3;902.5
0.9;0;27.9;53.3;0.0;1009.4;899.5
2.1;326;28.0;52.3;0.0;1009.2;905.0
2.0;225;28.0;52.2;0.0;1009.3;905.6
1.5;270;28.0;52.1;0.0;1009.3;908.6
2.5;213;28.0;51.4;0.0;1009.3;915.1
2.8;202;28.1;51.7;0.0;1009.3;917.9
1.7;225;28.1;51.1;0.0;1009.3;923.8
2.4;213;28.0;51.5;0.0;1009.3;931.2
1.0;213;27.8;52.3;0.0;1009.3;935.1
1.3;213;27.9;51.8;0.0;1009.3;930.5
2.0;213;28.0;52.1;0.0;1009.3;938.5
1.2;247;28.2;51.7;0.0;1009.4;942.9
1.6;292;28.2;51.7;0.0;1009.3;953.8
1.9;303;28.2;51.5;0.0;1009.3;952.7
0.4;326;28.1;52.1;0.0;1009.3;953.2
2.1;191;28.2;52.5;0.0;1009.3;959.7
1.9;270;28.5;51.0;0.0;1009.3;970.2
0.9;135;28.4;51.4;0.0;1009.3;686.0
2.6;236;28.4;51.7;0.0;1009.3;290.0
1.7;180;28.4;51.8;0.0;1009.3;303.6
1.4;146;28.5;51.3;0.0;1009.3;899.0
0.7;11;28.6;50.9;0.0;1009.3;267.1
1.0;303;28.6;50.5;0.0;1009.3;205.6
2.1;281;28.5;50.7;0.0;1009.2;210.7
3.4;315;28.3;51.3;0.0;1009.2;408.0
2.9;191;28.3;52.0;0.0;1009.3;711.6
1.6;202;28.2;51.4;0.0;1009.3;968.6
3.2;236;28.1;51.7;0.0;1009.3;982.6
2.0;180;28.0;52.1;0.0;1009.2;519.8
2.7;180;27.8;52.3;0.0;1009.2;392.0
1.1;135;27.8;52.9;0.0;1009.2;529.5
1.7;157;28.0;52.1;0.0;1009.3;983.0
1.7;247;28.2;52.0;0.0;1009.3;984.5
3.6;270;28.2;51.1;0.0;1009.2;981.1
2.0;281;27.9;52.1;0.0;1009.2;990.1
0.6;22;27.8;53.0;0.0;1009.3;995.6
0.7;270;28.1;52.6;0.0;1009.2;1008.1
1.7;146;28.3;51.5;0.0;1009.2;1019.1
1.7;135;28.4;51.5;0.0;1009.2;1029.8
0.9;202;28.5;51.2;0.0;1009.2;1036.2
4.1;202;28.6;50.9;0.0;1009.1;544.8
3.3;168;28.5;51.2;0.0;1009.1;802.9
1.6;135;28.6;51.3;0.0;1009.1;322.5
3.6;202;28.7;50.3;0.0;1009.1;476.7
2.4;213;28.5;50.3;0.0;1009.1;1013.1
2.3;247;28.4;50.7;0.0;1009.1;1009.9
1.1;303;28.3;51.4;0.0;1009.1;1011.6
0.8;157;28.4;51.5;0.0;1009.1;1019.8
2.4;258;28.5;51.6;0.0;1009.1;1018.5
2.8;213;28.5;50.9;0.0;1009.0;518.5
0.9;180;28.5;51.3;0.0;1009.0;210.1
3.9;236;28.6;51.3;0.0;1009.0;233.3
2.8;281;28.5;50.1;0.0;1009.0;979.9
2.6;202;28.4;50.0;0.0;1009.1;972.3
1.8;180;28.3;50.1;0.0;1009.0;970.6
1.7;180;28.3;50.7;0.0;1009.0;960.6
1.1;180;28.3;50.8;0.0;1009.1;952.9
3.3;258;28.5;49.9;0.0;1008.9;954.9
2.4;315;28.4;50.8;0.0;1008.9;952.2
3.3;236;28.4;51.0;0.0;1008.9;955.6
4.4;202;28.4;50.7;0.0;1008.9;967.9
1.7;247;28.5;50.0;0.0;1008.9;978.4
3.1;247;28.4;50.0;0.0;1008.9;995.2
1.7;247;28.2;51.0;0.0;1008.9;1009.0
1.0;326;28.3;51.4;0.0;1009.0;1019.5
0.7;270;28.5;50.3;0.0;1008.9;810.8
1.4;270;28.6;50.2;0.0;1008.9;1015.4
0.0;247;28.5;51.1;0.0;1008.9;709.7
1.4;270;28.6;50.8;0.0;1008.8;524.9
5.3;236;28.7;49.3;0.0;1008.8;1055.5
2.2;281;28.6;49.1;0.0;1008.9;1040.0
2.5;180;28.7;48.8;0.0;1008.9;1025.3
2.2;258;28.6;49.0;0.0;1008.9;1016.8
1.8;303;28.7;49.3;0.0;1008.9;1012.9
1.7;213;28.5;49.8;0.0;1008.9;1002.7
2.1;236;28.5;50.4;0.0;1008.9;1002.1
1.3;292;28.6;49.9;0.0;1008.9;1010.0
0.7;236;28.6;49.9;0.0;1008.7;212.4
3.8;258;28.7;49.0;0.0;1008.8;512.0
2.3;270;28.6;49.6;0.0;1008.8;409.8
3.5;258;28.7;49.2;0.0;1008.9;993.2
2.0;303;28.8;49.3;0.0;1008.9;980.5
2.1;281;28.8;48.6;0.0;1008.9;973.0
1.7;303;28.7;48.9;0.0;1008.9;974.4
1.1;225;28.7;49.6;0.0;1008.9;976.7
3.4;247;28.8;49.9;0.0;1008.8;977.8
3.8;258;28.9;50.0;0.0;1008.8;987.3
3.6;292;28.8;49.9;0.0;1008.8;993.6
2.2;326;28.7;50.6;0.0;1008.8;970.3
1.6;258;28.7;50.3;0.0;1008.8;385.8
0.9;270;28.8;50.4;0.0;1008.7;203.2
1.4;303;28.9;49.9;0.0;1008.7;206.3
1.3;236;28.7;50.1;0.0;1008.7;211.0
3.0;270;28.7;49.8;0.0;1008.6;250.6
3.6;303;28.6;49.4;0.0;1008.7;804.1
2.4;337;28.5;50.3;0.0;1008.7;1026.9
3.2;281;28.6;50.0;0.0;1008.8;1008.2
2.1;247;28.7;49.9;0.0;1008.9;991.4
0.9;225;28.7;49.5;0.0;1008.8;980.9
0.8;315;28.8;49.3;0.0;1008.7;971.7
3.9;202;29.0;48.6;0.0;1008.7;969.5
2.5;247;29.1;48.6;0.0;1008.6;966.9
3.1;225;29.2;48.4;0.0;1008.6;968.3
2.7;236;29.0;47.9;0.0;1008.6;966.4
3.6;213;28.9;48.4;0.0;1008.6;965.4
3.0;247;28.8;49.2;0.0;1008.7;964.7
1.7;157;28.8;49.3;0.0;1008.7;959.6
2.7;258;29.0;49.2;0.0;1008.7;964.7
4.5;247;28.8;48.7;0.0;1008.6;969.5
3.3;247;28.8;48.6;0.0;1008.6;972.7
2.9;180;28.8;48.9;0.0;1008.6;978.9
3.3;225;28.9;48.8;0.0;1008.6;984.2
3.9;247;29.0;49.1;0.0;1008.6;987.0
1.2;90;29.0;49.0;0.0;1008.6;989.4
1.4;90;29.2;48.8;0.0;1008.7;993.1
1.1;292;29.5;48.0;0.0;1008.6;1001.3
2.6;292;29.6;47.6;0.0;1008.5;1012.9
2.4;270;29.4;48.0;0.0;1008.5;1025.2
3.0;270;29.2;49.2;0.0;1008.5;981.8
1.8;191;29.3;48.4;0.0;1008.5;992.5
2.8;247;29.3;48.6;0.0;1008.6;981.9
1.6;292;29.3;49.0;0.0;1008.5;973.0
4.3;270;29.4;48.5;0.0;1008.5;965.1
2.2;303;29.4;48.5;0.0;1008.5;960.0
2.8;270;29.4;48.5;0.0;1008.4;971.3
3.2;281;29.5;48.2;0.0;1008.5;977.7
3.0;258;29.6;48.0;0.0;1008.5;981.5
1.9;292;29.6;48.4;0.0;1008.5;982.6
2.5;326;29.7;48.0;0.0;1008.4;986.3
2.8;303;29.6;48.3;0.0;1008.5;976.0
1.0;348;29.7;48.6;0.0;1008.5;1010.7
3.3;337;29.8;47.3;0.0;1008.4;198.1
2.6;270;29.6;47.7;0.0;1008.3;229.1
0.6;348;29.4;48.6;0.0;1008.4;400.5
2.8;281;29.3;48.6;0.0;1008.5;1000.4
2.6;0;29.2;48.5;0.0;1008.3;992.9
2.1;157;29.3;48.9;0.0;1008.3;987.3
3.5;180;29.4;47.6;0.0;1008.3;976.1
1.7;191;29.2;48.4;0.0;1008.4;966.9
2.7;213;29.2;48.4;0.0;1008.3;964.7
4.9;247;29.2;48.2;0.0;1008.2;958.9
4.1;247;29.1;48.4;0.0;1008.3;951.7
2.0;281;29.0;48.1;0.0;1008.3;949.0
1.7;337;29.0;48.8;0.0;1008.4;944.7
4.2;213;29.3;48.6;0.0;1008.4;945.6
1.0;247;29.2;48.4;0.0;1008.3;943.8
2.2;202;29.2;48.8;0.0;1008.3;935.0
1.9;270;29.2;48.8;0.0;1008.3;932.2
3.3;213;29.3;48.6;0.0;1008.2;932.3
2.3;225;29.2;49.1;0.0;1008.3;930.9
3.2;180;29.2;48.9;0.0;1008.2;932.6
2.8;213;29.2;48.4;0.0;1008.2;931.5
4.7;213;29.2;48.7;0.0;1008.2;931.2
3.1;213;29.2;48.7;0.0;1008.2;930.9
2.0;112;29.3;49.0;0.0;1008.3;933.9
2.1;225;29.4;48.8;0.0;1008.3;935.8
1.4;303;29.6;48.1;0.0;1008.3;937.5
1.8;337;29.6;48.7;0.0;1008.2;940.8
0.8;225;29.9;48.2;0.0;1008.3;942.9
1.1;236;30.2;47.0;0.0;1008.2;947.0
2.6;168;30.3;46.2;0.0;1008.1;599.2
2.1;191;30.0;47.1;0.0;1008.2;699.4
1.6;281;29.9;47.9;0.0;1008.2;949.5
2.4;337;29.9;48.0;0.0;1008.2;668.6
1.2;337;30.0;47.8;0.0;1008.1;938.5
1.8;337;30.2;47.1;0.0;1008.1;934.3
3.0;326;30.3;46.5;0.0;1008.1;918.5
1.2;270;30.5;46.4;0.0;1008.2;920.0
1.7;315;30.6;45.3;0.0;1008.1;911.4
1.7;0;30.6;45.2;0.0;1008.1;910.0
1.0;112;30.7;45.5;0.0;1008.2;909.6
2.4;281;31.0;44.7;0.0;1008.2;912.7
1.8;258;31.0;44.7;0.0;1008.1;911.2
2.3;281;31.0;44.8;0.0;1008.2;917.2
1.0;258;30.7;45.6;0.0;1008.1;934.6
2.4;247;30.4;46.2;0.0;1008.0;159.7
0.7;258;30.1;47.0;0.0;1008.0;185.0
3.6;315;30.1;47.2;0.0;1008.1;730.2
2.3;33;29.9;47.7;0.0;1008.1;915.5
1.2;337;29.8;47.9;0.0;1008.1;964.7
2.1;303;30.0;47.5;0.0;1008.1;467.8
2.0;247;29.9;47.3;0.0;1008.0;864.6
1.2;247;29.8;47.9;0.0;1008.0;186.1
0.8;157;29.7;48.2;0.0;1008.0;913.7
4.0;146;29.7;47.7;0.0;1007.9;939.1
4.3;225;29.8;48.2;0.0;1007.8;936.4
1.9;11;30.0;47.6;0.0;1008.0;920.0
2.0;247;30.1;46.9;0.0;1007.9;908.0
2.3;292;30.3;46.5;0.0;1007.9;900.1
4.3;315;30.2;46.7;0.0;1007.9;895.4
2.3;281;30.0;46.9;0.0;1007.9;883.0
2.7;247;30.0;46.7;0.0;1007.9;880.4
1.5;247;29.9;47.0;0.0;1007.9;878.6
1.5;168;29.8;47.1;0.0;1007.9;878.9
3.6;270;29.8;47.6;0.0;1007.9;877.6
1.2;157;29.8;47.1;0.0;1007.8;875.1
3.6;258;30.0;46.4;0.0;1007.8;874.9
1.5;135;30.1;46.5;0.0;1007.8;872.8
4.3;258;30.1;45.8;0.0;1007.7;874.1
1.3;315;29.9;46.6;0.0;1007.8;869.1
1.3;191;29.9;46.6;0.0;1007.8;869.0
2.7;202;30.1;46.0;0.0;1007.8;869.0
3.0;292;30.1;46.1;0.0;1007.8;866.6
3.4;258;30.0;46.3;0.0;1007.8;866.3
3.9;202;30.0;46.7;0.0;1007.8;863.8
2.1;202;30.1;46.2;0.0;1007.7;861.9
4.0;202;30.0;46.4;0.0;1007.7;858.0
2.9;225;29.8;46.8;0.0;1007.7;853.3
3.8;202;29.7;47.4;0.0;1007.7;850.5
2.9;213;29.8;47.0;0.0;1007.7;850.9
2.4;213;29.8;46.9;0.0;1007.7;847.5
3.2;157;29.9;47.2;0.0;1007.6;843.7
0.6;90;30.1;46.9;0.0;1007.7;845.8
4.0;213;30.3;45.8;0.0;1007.6;850.6
4.7;225;30.2;46.4;0.0;1007.7;844.0
2.5;157;30.2;46.4;0.0;1007.6;841.4
5.5;225;30.3;46.0;0.0;1007.5;842.4
5.9;225;30.2;45.9;0.0;1007.6;840.2
4.8;225;30.1;46.2;0.0;1007.6;838.3
2.0;191;29.9;47.0;0.0;1007.7;834.9
3.9;258;29.9;46.5;0.0;1007.6;834.9
1.7;191;30.0;46.4;0.0;1007.7;832.8
4.6;213;30.0;46.4;0.0;1007.5;831.1
5.0;191;30.0;45.9;0.0;1007.5;831.4
2.4;247;30.1;46.1;0.0;1007.6;829.4
2.3;337;30.2;45.6;0.0;1007.6;827.3
2.9;247;30.4;45.4;0.0;1007.6;825.3
4.0;225;30.4;45.1;0.0;1007.6;822.9
3.2;168;30.3;45.4;0.0;1007.5;821.9
5.8;180;30.3;45.5;0.0;1007.5;820.1
2.5;225;30.3;45.2;0.0;1007.6;819.1
3.5;213;30.3;45.3;0.0;1007.6;818.0
2.2;180;30.3;45.2;0.0;1007.5;814.9
3.1;225;30.3;45.1;0.0;1007.5;813.6
2.4;202;30.3;44.9;0.0;1007.5;809.6
4.3;213;30.3;45.0;0.0;1007.4;809.1
2.2;213;30.3;44.9;0.0;1007.5;806.5
4.6;168;30.2;45.5;0.0;1007.2;806.8
5.8;281;30.4;45.0;0.0;1007.5;806.8
1.7;258;30.4;45.4;0.0;1007.5;803.6
2.2;270;30.4;45.4;0.0;1007.5;803.1
1.4;281;30.4;44.7;0.0;1007.5;801.6
1.0;337;30.5;44.9;0.0;1007.4;796.5
1.1;292;30.6;44.7;0.0;1007.4;793.8
0.8;315;30.8;44.3;0.0;1007.4;792.7
3.2;146;31.0;43.7;0.0;1007.4;790.1
1.9;213;31.1;44.0;0.0;1007.4;789.6
3.1;191;31.2;42.7;0.0;1007.4;789.1
2.0;281;31.1;43.8;0.0;1007.4;784.1
3.2;213;30.9;43.7;0.0;1007.4;783.2
4.0;191;30.9;43.9;0.0;1007.4;782.2
2.3;258;30.9;43.8;0.0;1007.4;780.2
3.4;258;30.8;44.2;0.0;1007.4;776.9
3.8;180;30.6;44.5;0.0;1007.4;775.7
2.4;225;30.6;44.6;0.0;1007.4;774.7
1.3;270;30.6;44.1;0.0;1007.4;773.6
2.1;270;30.5;44.3;0.0;1007.4;773.9
1.4;281;30.4;45.0;0.0;1007.4;769.6
3.3;213;30.7;44.3;0.0;1007.4;768.8
2.8;202;30.5;44.6;0.0;1007.4;766.3
3.7;236;30.5;44.6;0.0;1007.4;765.7
1.7;270;30.5;44.5;0.0;1007.4;762.6
1.7;168;30.6;44.6;0.0;1007.4;760.3
0.6;0;30.7;44.6;0.0;1007.4;758.9
3.6;326;31.0;43.9;0.0;1007.4;758.3
3.2;303;31.1;43.5;0.0;1007.4;755.8
2.1;270;30.9;43.8;0.0;1007.4;750.6
0.8;258;30.9;44.0;0.0;1007.4;748.0
3.0;191;31.0;44.3;0.0;1007.4;745.3
3.1;247;31.1;43.8;0.0;1007.4;744.5
1.1;22;31.1;43.9;0.0;1007.3;743.8
2.2;258;31.2;43.5;0.0;1007.4;742.4
3.9;236;31.2;43.5;0.0;1007.2;741.4
4.3;191;31.0;43.8;0.0;1007.2;739.8
3.6;213;30.9;44.0;0.0;1007.3;738.0
3.9;168;30.8;44.6;0.0;1007.2;735.7
3.7;258;30.7;44.6;0.0;1007.4;734.9
2.0;247;30.6;44.6;0.0;1007.3;732.8
1.7;258;30.5;45.1;0.0;1007.3;730.2
1.0;56;30.7;45.0;0.0;1007.3;728.2
3.5;202;30.9;43.8;0.0;1007.3;726.4
5.0;213;31.0;43.6;0.0;1007.4;723.6
0.4;45;31.1;43.3;0.0;1007.4;718.5
1.7;270;31.0;43.4;0.0;1007.4;714.4
2.1;168;31.1;43.6;0.0;1007.4;711.8
3.6;191;31.3;42.5;0.0;1007.3;711.6
2.4;157;31.2;43.2;0.0;1007.3;707.6
1.7;157;31.2;42.9;0.0;1007.2;708.0
1.5;213;31.3;43.0;0.0;1007.3;706.5
1.7;146;31.3;42.8;0.0;1007.2;704.5
3.2;281;31.3;42.5;0.0;1007.2;702.1
3.2;247;31.2;43.0;0.0;1007.2;698.6
1.7;247;31.2;42.8;0.0;1007.3;695.7
2.4;258;31.3;42.5;0.0;1007.3;693.8
2.4;213;31.3;42.2;0.0;1007.3;692.6
3.2;213;31.4;41.9;0.0;1007.2;688.8
2.2;180;31.3;42.0;0.0;1007.2;687.3
2.2;202;31.2;42.6;0.0;1007.2;684.4
2.1;236;31.2;42.6;0.0;1007.2;680.8
3.9;247;31.2;42.6;0.0;1007.2;677.4
1.4;225;31.3;42.7;0.0;1007.2;674.7
3.6;281;31.3;42.3;0.0;1007.2;672.8
5.2;270;31.2;42.6;0.0;1007.1;670.6
4.6;258;31.2;42.6;0.0;1007.2;668.9
1.9;258;31.1;42.8;0.0;1007.2;664.6
1.0;337;31.1;43.1;0.0;1007.2;659.8
2.4;281;31.2;42.6;0.0;1007.2;659.7
2.8;326;31.1;43.1;0.0;1007.2;657.0
4.3;281;31.3;42.8;0.0;1007.2;655.7
3.3;225;31.3;43.0;0.0;1007.2;652.2
2.4;258;31.2;42.8;0.0;1007.2;650.1
3.2;292;31.2;42.8;0.0;1007.1;648.4
3.6;270;31.3;42.6;0.0;1007.2;644.9
1.8;191;31.5;42.4;0.0;1007.2;642.7
2.7;258;31.7;41.7;0.0;1007.2;641.9
3.1;157;31.8;41.5;0.0;1007.2;639.8
3.5;270;31.8;41.7;0.0;1007.2;635.8
2.2;270;31.9;41.5;0.0;1007.2;632.7
1.3;292;31.7;41.6;0.0;1007.2;629.9
1.1;236;31.7;41.8;0.0;1007.2;626.8
2.0;270;31.7;41.7;0.0;1007.2;623.9
2.1;315;31.6;41.6;0.0;1007.0;623.1
4.2;225;31.5;41.9;0.0;1007.1;621.5
2.8;236;31.4;41.9;0.0;1007.2;618.7
2.2;236;31.4;42.1;0.0;1007.2;617.0
3.6;258;31.4;42.2;0.0;1007.1;612.5
3.5;247;31.4;42.2;0.0;1007.1;610.5
3.6;225;31.3;42.3;0.0;1007.2;608.0
2.3;258;31.2;42.5;0.0;1007.2;606.4
1.5;236;31.3;42.7;0.0;1007.2;599.8
3.1;213;31.4;42.3;0.0;1007.1;595.0
2.4;236;31.3;42.4;0.0;1007.0;593.7
4.9;247;31.2;42.8;0.0;1007.0;590.0
5.2;303;31.3;42.5;0.0;1007.0;588.9
